Newcastle City Council Invoices over �250 paid in January 2014,,,,,,,,,,,,
,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6115943,Revenue,1MG20,Ind Res Care Elderly,"5,591.04 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6115943,Revenue,1MH10,Ind Nursing Care PD,"1,816.00 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6115943,Revenue,1MK10,Ind Nursing Care LD,456.64 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6115943,Revenue,3WH77,Free Nursing Care Com Care,"4,556.84 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6115943,Revenue,3WH93,Continuing Care,"4,791.96 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6116085,Revenue,3WH71,Free Nursing Care Self Funder,439.16 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRAMPTON COURT,6116085,Revenue,3WH78,Fre Nursing Care Out of Area,"1,317.48 ",,,
Children's Services,Int Childhood Services     ,Supplies & Services,28/01/2014,BRANDLING VILLAGE PRE SCHOOL,6129908,Revenue,1E20C,Sen Early Years Funding Panel,820.80 ,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,09/01/2014,BRENDECK LTD,6083544,Revenue,1KEWC,Condercum Road Depot,155.00 ,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,09/01/2014,BRENDECK LTD,6083544,Revenue,1KEWD,Rothbury Terrace Depot,307.65 ,,,
Children's Services,Invoice,Supplies & Services,21/01/2014,BRENNTAG UK LTD,6112477,Revenue,1KL1C,Outer West Pool,504.15 ,,,
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,09/01/2014,BRENNTAG UK LTD,6110979,Revenue,1KL1D,East End Pool,504.15 ,,,
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,14/01/2014,BRENNTAG UK LTD,6115473,Revenue,1KL1G,Gosforth Pool,504.15 ,,,
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,14/01/2014,BRENNTAG UK LTD,6115596,Revenue,1KL1G,Gosforth Pool,504.15 ,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,27/01/2014,BRIAN HULL FENCING,6066924,Revenue,1KVWC,Minor Works Contracts,"1,605.18 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129219,Revenue,1MG10,Ind Nursing Care Elderly,"-5,104.72 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129219,Revenue,1MG20,Ind Res Care Elderly,"-4,705.05 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129220,Revenue,1MG10,Ind Nursing Care Elderly,"-1,477.49 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129220,Revenue,1MG20,Ind Res Care Elderly,"-1,172.23 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129219,Revenue,1MG20,Ind Res Care Elderly,"-1,121.25 ",,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129220,Revenue,1MG10,Ind Nursing Care Elderly,-473.19 ,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",28/01/2014,BRIARDENE MH,6129220,Revenue,1MG20,Ind Res Care Elderly,-769.87 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,1MG10,Ind Nursing Care Elderly,"50,492.22 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,1MG20,Ind Res Care Elderly,"18,043.76 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,3WH77,Free Nursing Care Com Care,"-3,309.39 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,3WH78,Fre Nursing Care Out of Area,658.74 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,3WH93,Continuing Care,"-12,518.79 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,1MG10,Ind Nursing Care Elderly,"9,125.73 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,1MG20,Ind Res Care Elderly,"4,745.40 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,3WH77,Free Nursing Care Com Care,658.74 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,3WH78,Fre Nursing Care Out of Area,109.79 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,3WH93,Continuing Care,768.53 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129299,Revenue,3WH71,Free Nursing Care Self Funder,219.58 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129299,Revenue,3WH78,Fre Nursing Care Out of Area,109.79 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,1MG10,Ind Nursing Care Elderly,"21,148.59 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,1MG20,Ind Res Care Elderly,"5,513.28 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,3WH77,Free Nursing Care Com Care,658.74 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129219,Revenue,3WH93,Continuing Care,329.37 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,1MG10,Ind Nursing Care Elderly,"1,580.00 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,1MG20,Ind Res Care Elderly,"2,521.08 ",,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,3WH77,Free Nursing Care Com Care,329.37 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/01/2014,BRIARDENE MH,6129220,Revenue,3WH78,Fre Nursing Care Out of Area,109.79 ,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",14/01/2014,BRIDGE VIEW CARE HOME,6115987,Revenue,1MG20,Ind Res Care Elderly,-486.00 ,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,14/01/2014,BRIDGE VIEW CARE HOME,6115987,Revenue,1MG20,Ind Res Care Elderly,"1,842.60 ",,,
Children's Services,Int Childhood Services     ,Supplies & Services,13/01/2014,BRIDGEWATER,6114129,Revenue,1EEP5,2Yr Old Learning & Childcare,"11,130.75 ",,,
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,07/01/2014,BRITISH BUSEN JUDO ASSOCIATION,6109349,Revenue,1KL2D,Walker Activity Dome,364.00 ,,,
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,07/01/2014,BRITISH BUSEN JUDO ASSOCIATION,6109350,Revenue,1KL2D,Walker Activity Dome,658.00 ,,,
Adult and Culture,AS - Westgate AE           ,Supplies & Services,29/01/2014,BRITISH COMPUTER SOCIETY,6130356,Revenue,1EA15,Newcastle City Learning,300.00 ,,,
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,22/01/2014,BRITISH FLOORING CONTRACT SERVICES LTD,6124158,Revenue,1KL2B,Eldon Leisure,840.00 ,,,
Adult and Culture,Social Services                        ,Premises,28/01/2014,BRITISH GAS,6130433,Revenue,1MN30,Asylum Seekers Adults,280.18 ,,,
Adult and Culture,Social Services                        ,Premises,21/01/2014,BRITISH GAS,6122377,Revenue,1MN30,Asylum Seekers Adults,323.80 ,,,
Adult and Culture,Social Services                        ,Premises,21/01/2014,BRITISH GAS,6122388,Revenue,1MN30,Asylum Seekers Adults,863.71 ,,,
Adult and Culture,Social Services                        ,Premises,21/01/2014,BRITISH GAS,6122393,Revenue,1MN30,Asylum Seekers Adults,647.41 ,,,
Adult and Culture,Social Services                        ,Premises,27/01/2014,BRITISH GAS,6122390,Revenue,1MN30,Asylum Seekers Adults,280.18 ,,,
Adult and Culture,Adult Serv Capability's    ,Premises,24/01/2014,BRITISH GAS BUSINESS,6126876,Revenue,1MW03,Capabilities,322.49 ,,,
Environment & Regeneration,CW Security Services          ,Supplies & Services,10/01/2014,BRITISH TELECOM PLC,6109039,Revenue,1KKU5,Civic Centre Control,"4,519.66 ",,,
Chief Executive's,Utilities                              ,"Sales, Fees & Charges",29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,3FE33,Payment Adjust To Re-Allocate,86.88 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1CC24,Telecoms,"5,956.99 ",,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1CM00,IT Management & Admin,"8,630.90 ",,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1DE49,i4- Quayside NEC,901.65 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1DE50,i6- Charlotte Square NEC,580.01 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1DF32,NGI Visitor Info Ctr,113.67 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1DR03,Grainger Market,37.89 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1DT15,Chillingham Rd Ind Est,54.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1E464,Shieldfield Community C C P,57.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EA15,Newcastle City Learning,49.44 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EEB1,C&B CC Central Costs,57.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EEK4,Northern Villages C Centre,75.78 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EJ01,Administration,40.10 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EJ62,Cruddas Park Branch Library,112.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EM10,Youth offending Team,349.47 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1EY10,Youth Management,164.78 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1FA53,Reg of Births Deaths & Margs,117.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1FC40,Cee Central Team,117.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KE18,Walbottle Recycling Centre,117.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KE23,Sandhills,265.80 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KE27,Bereavement Services Overhead,307.27 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KJ01,Security Overheads,85.80 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KJ31,Security - Manned Guards,75.78 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KJ71,Security Control Room,174.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KL1B,City Pool,57.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KL3A,City Hall,198.16 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KL6F,Benwell Nature Park,40.20 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KR8L,Wide District Heating,117.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KSCA,Corporate Charges,"1,412.34 ",,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KTC1,Liasion,117.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MC05,Slatyford Lane Childrens Unit,122.26 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MC06,Iona Place Childrens Unit,179.37 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MG25,Lewcock House,258.14 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MG26,Byker Lodge,224.23 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MM23,Community Mntl Hlth was Scrogg,107.24 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MM30,Beech Grove Road,39.18 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MR11,Walker Social Work office,43.26 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MW03,Capabilities,65.32 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MX01,Welford Centre,89.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1V070,T&W Conservation Team,101.40 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1V075,Guildhall,29.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1V209,S.278 Developers Works,33.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MG22,Chirton House,126.78 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1E459,Cruddas PK Early Years Centre,43.14 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MP01,Assmnt & Care Mgmt HIV/AIDs,15.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1FR03,Procurement & Efficiency,15.00 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KFK9,West Jesmond JNR&INF,43.19 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KFR5,St Mary's Academy,130.95 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KFR1,Kenton Academy,120.67 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KL40,Heaton Complex,37.89 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1DF71,High Bridge Studios & Gallery,425.75 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KJ33,Wardens Overheads,117.90 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1MK21,Castle Dene Prev Clayton Road,36.57 ,,,
Chief Executive's,Utilities                              ,Supplies & Services,29/01/2014,BRITISH TELECOMMUNICATIONS PLC,6120888,Revenue,1KL6N,East End Parks,127.86 ,,,
