Newcastle City Council Invoices over �250 paid in September 2014,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/09/2014,HAVELLS SYLVANIA UK LTD,6347356,Revenue,1KVEE,Electrical Stand Alone Works,"1,299.36",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/09/2014,HAVELLS SYLVANIA UK LTD,6349595,Revenue,1KVEE,Electrical Stand Alone Works,"8,174.57",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/09/2014,HAVELLS SYLVANIA UK LTD,6357025,Revenue,1KVEE,Electrical Stand Alone Works,"5,842.91",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/09/2014,HAVELLS SYLVANIA UK LTD,6357098,Revenue,1KVEE,Electrical Stand Alone Works,"3,990.28",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/09/2014,HAVELLS SYLVANIA UK LTD,6361829,Revenue,1KVEE,Electrical Stand Alone Works,"6,998.92",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363107,Revenue,1KVEE,Electrical Stand Alone Works,927.34,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363410,Revenue,1KVEE,Electrical Stand Alone Works,"6,998.92",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363412,Revenue,1KVEE,Electrical Stand Alone Works,"1,200.00",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363415,Revenue,1KVEE,Electrical Stand Alone Works,"2,314.63",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363417,Revenue,1KVEE,Electrical Stand Alone Works,"4,779.25",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363418,Revenue,1KVEE,Electrical Stand Alone Works,"2,072.48",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363419,Revenue,1KVEE,Electrical Stand Alone Works,353.10,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363420,Revenue,1KVEE,Electrical Stand Alone Works,462.44,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363421,Revenue,1KVEE,Electrical Stand Alone Works,439.80,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363422,Revenue,1KVEE,Electrical Stand Alone Works,589.70,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363424,Revenue,1KVEE,Electrical Stand Alone Works,"1,125.92",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363427,Revenue,1KVEE,Electrical Stand Alone Works,"1,299.36",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363429,Revenue,1KVEE,Electrical Stand Alone Works,"3,990.28",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363433,Revenue,1KVEE,Electrical Stand Alone Works,"5,842.91",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,17/09/2014,HAVELLS SYLVANIA UK LTD,6363436,Revenue,1KVEE,Electrical Stand Alone Works,"8,174.57",
Children's Services,Walker Secon/High School               ,Supplies & Services,29/09/2014,HAVELOCK EUROPA,6369882,Revenue,1E+137,Walker Comprehensive,"1,341.01",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",09/09/2014,HAVEN DENE RESIDENTIAL HOME,6355074,Revenue,1MG20,Ind Res Care Elderly,-495.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/09/2014,HAVEN DENE RESIDENTIAL HOME,6355074,Revenue,1MG20,Ind Res Care Elderly,"1,885.32",
Chief Executive's,CD - Finance & Resources NOR           ,Premises,12/09/2014,HAVEN POWER LTD,6357678,Revenue,1DT06,Foundry Lane Industrial Estate,336.83,
Children's Services,Schools Payment Agency                 ,Supplies & Services,12/09/2014,HAVENBOOKS,6359215,Revenue,1E+95,St. Vincents R.C. Primary,580.00,
Children's Services,Walker Secon/High School               ,Supplies & Services,26/09/2014,HAVENBOOKS,6371030,Revenue,1E+137,Walker Comprehensive,275.00,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353852,Capital,2HE01,Capital Citywide,"26,188.16",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353853,Capital,2HE01,Capital Citywide,"10,775.00",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353855,Capital,2HE01,Capital Citywide,"2,422.80",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353856,Capital,2HE01,Capital Citywide,"1,867.30",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353857,Capital,2HE01,Capital Citywide,"4,504.60",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353858,Capital,2HE01,Capital Citywide,"36,104.25",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353859,Capital,2HE01,Capital Citywide,836.00,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353860,Capital,2HE01,Capital Citywide,830.00,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353861,Capital,2HE01,Capital Citywide,"9,574.60",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353862,Capital,2HE01,Capital Citywide,778.50,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353864,Capital,2HE01,Capital Citywide,682.00,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353872,Capital,2HE01,Capital Citywide,269.70,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353875,Capital,2HE01,Capital Citywide,"2,936.00",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353876,Capital,2HE01,Capital Citywide,"1,407.20",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353877,Capital,2HE01,Capital Citywide,"2,603.20",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353907,Capital,2HE01,Capital Citywide,"21,548.10",
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353918,Capital,2HE01,Capital Citywide,687.70,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353919,Capital,2HE01,Capital Citywide,970.00,
HRA,HRA Furniture              ,Capital Expenditure,08/09/2014,HAWDON CONTRACT SERVICES LTD,6353920,Capital,2HE01,Capital Citywide,"6,591.30",
HRA,HRA Furniture              ,Capital Expenditure,10/09/2014,HAWDON CONTRACT SERVICES LTD,6357585,Capital,2HE01,Capital Citywide,"4,739.80",
HRA,HRA Furniture              ,Capital Expenditure,10/09/2014,HAWDON CONTRACT SERVICES LTD,6357586,Capital,2HE01,Capital Citywide,692.80,
HRA,HRA Furniture              ,Capital Expenditure,10/09/2014,HAWDON CONTRACT SERVICES LTD,6357587,Capital,2HE01,Capital Citywide,952.20,
HRA,HRA Furniture              ,Capital Expenditure,10/09/2014,HAWDON CONTRACT SERVICES LTD,6357588,Capital,2HE01,Capital Citywide,"1,639.90",
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6355616,Capital,2HE01,Capital Citywide,880.00,
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6355617,Capital,2HE01,Capital Citywide,"2,150.00",
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6355618,Capital,2HE01,Capital Citywide,964.75,
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6355619,Capital,2HE01,Capital Citywide,"1,130.00",
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6358600,Capital,2HE01,Capital Citywide,358.94,
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6358601,Capital,2HE01,Capital Citywide,294.00,
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6358602,Capital,2HE01,Capital Citywide,570.00,
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6358618,Capital,2HE01,Capital Citywide,"6,115.20",
HRA,HRA Furniture              ,Capital Expenditure,11/09/2014,HAWDON CONTRACT SERVICES LTD,6358619,Capital,2HE01,Capital Citywide,"7,300.20",
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359713,Capital,2HE01,Capital Citywide,985.00,
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359747,Capital,2HE01,Capital Citywide,"1,106.10",
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359748,Capital,2HE01,Capital Citywide,834.00,
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359749,Capital,2HE01,Capital Citywide,"3,323.50",
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359750,Capital,2HE01,Capital Citywide,"1,904.75",
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359751,Capital,2HE01,Capital Citywide,962.80,
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359752,Capital,2HE01,Capital Citywide,353.10,
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359754,Capital,2HE01,Capital Citywide,"12,720.00",
HRA,HRA Furniture              ,Capital Expenditure,12/09/2014,HAWDON CONTRACT SERVICES LTD,6359755,Capital,2HE01,Capital Citywide,"9,075.00",
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360571,Capital,2HE01,Capital Citywide,"5,924.75",
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360600,Capital,2HE01,Capital Citywide,558.00,
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360603,Capital,2HE01,Capital Citywide,"2,030.00",
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360604,Capital,2HE01,Capital Citywide,"1,039.20",
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360605,Capital,2HE01,Capital Citywide,"2,928.30",
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360606,Capital,2HE01,Capital Citywide,"5,459.40",
HRA,HRA Furniture              ,Capital Expenditure,15/09/2014,HAWDON CONTRACT SERVICES LTD,6360647,Capital,2HE01,Capital Citywide,"2,063.10",
HRA,HRA Furniture              ,Capital Expenditure,16/09/2014,HAWDON CONTRACT SERVICES LTD,6299766,Capital,2HE01,Capital Citywide,"1,909.60",
HRA,HRA Furniture              ,Capital Expenditure,16/09/2014,HAWDON CONTRACT SERVICES LTD,6308628,Capital,2HE01,Capital Citywide,330.00,
HRA,HRA Furniture              ,Capital Expenditure,16/09/2014,HAWDON CONTRACT SERVICES LTD,6361970,Capital,2HE01,Capital Citywide,"14,991.86",
HRA,HRA Furniture              ,Capital Expenditure,16/09/2014,HAWDON CONTRACT SERVICES LTD,6362031,Capital,2HE01,Capital Citywide,"1,309.30",
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363615,Capital,2HE01,Capital Citywide,300.00,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363616,Capital,2HE01,Capital Citywide,"1,444.15",
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363617,Capital,2HE01,Capital Citywide,804.00,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363618,Capital,2HE01,Capital Citywide,804.00,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363619,Capital,2HE01,Capital Citywide,804.00,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363620,Capital,2HE01,Capital Citywide,"1,430.00",
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363624,Capital,2HE01,Capital Citywide,804.00,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363625,Capital,2HE01,Capital Citywide,540.00,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363627,Capital,2HE01,Capital Citywide,"1,621.90",
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363628,Capital,2HE01,Capital Citywide,"4,987.50",
HRA,HRA Furniture              ,Capital Expenditure,17/09/2014,HAWDON CONTRACT SERVICES LTD,6363629,Capital,2HE01,Capital Citywide,370.00,
HRA,HRA Furniture              ,Capital Expenditure,19/09/2014,HAWDON CONTRACT SERVICES LTD,6365770,Capital,2HE01,Capital Citywide,"5,088.95",
HRA,HRA Furniture              ,Capital Expenditure,19/09/2014,HAWDON CONTRACT SERVICES LTD,6365771,Capital,2HE01,Capital Citywide,"2,729.70",
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370268,Capital,2HE01,Capital Citywide,"23,633.40",
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370269,Capital,2HE01,Capital Citywide,"26,188.16",
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370276,Capital,2HE01,Capital Citywide,331.80,
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370277,Capital,2HE01,Capital Citywide,291.45,
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370278,Capital,2HE01,Capital Citywide,331.22,
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370279,Capital,2HE01,Capital Citywide,331.22,
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370280,Capital,2HE01,Capital Citywide,364.63,
HRA,HRA Furniture              ,Capital Expenditure,25/09/2014,HAWDON CONTRACT SERVICES LTD,6370281,Capital,2HE01,Capital Citywide,331.22,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2014,HAWDON CONTRACT SERVICES LTD,6371232,Capital,2HE01,Capital Citywide,"1,458.00",
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373421,Capital,2HE01,Capital Citywide,"4,010.20",
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373422,Capital,2HE01,Capital Citywide,634.80,
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373423,Capital,2HE01,Capital Citywide,"4,277.20",
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373424,Capital,2HE01,Capital Citywide,"5,550.00",
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373425,Capital,2HE01,Capital Citywide,820.00,
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373426,Capital,2HE01,Capital Citywide,957.50,
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373428,Capital,2HE01,Capital Citywide,264.50,
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373429,Capital,2HE01,Capital Citywide,"10,248.10",
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373436,Capital,2HE01,Capital Citywide,366.00,
HRA,HRA Furniture              ,Capital Expenditure,30/09/2014,HAWDON CONTRACT SERVICES LTD,6373437,Capital,2HE01,Capital Citywide,"1,188.00",
Children's Services,Schools Payment Agency                 ,Supplies & Services,23/09/2014,HAWKHIRST SCOUT ACTIVITY CENTRE,6368053,Revenue,1E+71,Wingrove Primary,"2,760.00",
Adult and Culture,Social Services                        ,Premises,03/09/2014,HAWKSIDE MANAGEMENT,6350265,Revenue,1MN11,UASC >18 (LC),600.00,
Adult and Culture,Social Services                        ,Premises,29/09/2014,HAWKSIDE MANAGEMENT,6371756,Revenue,1MN11,UASC >18 (LC),600.00,
Chief Executive's,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,23/09/2014,HAY & KILNER,6367898,Revenue,3RM18,Insurance Control Susp-Financ,"11,386.48",
Children's Services,Schools Payment Agency                 ,Supplies & Services,05/09/2014,HAYS SPECIALIST RECRUITMENT,6352466,Revenue,1E+164,Trinity,470.10,
Children's Services,Hawthorn Primary School                ,Supplies & Services,09/09/2014,HAYS SPECIALIST RECRUITMENT,6354400,Revenue,1E+45,Hawthorn Primary,543.45,
